candidate_season_key,season_id,season_name,season_year,candidate_name,age_missing,gender_missing,profession_missing,physical_score_missing,current_age,current_gender,current_profession,current_physical_score,search_query_identity,search_query_gender,search_query_profession,search_query_physical_1,external_research_priority,external_research_request,research_status,review_status
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,2003,Sébastien Loew,False,True,False,True,,UNKNOWN,,,"""""""Sébastien Loew"""" """"Koh-Lanta"""" Koh-Lanta : Bocas del Toro 2003","""""""Sébastien Loew"""" """"Koh-Lanta"""" candidat candidate homme femme","""""""Sébastien Loew"""" """"Koh-Lanta"""" 2003 portrait métier profession","""""""Sébastien Loew"""" """"Koh-Lanta"""" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sébastien Loew (Koh-Lanta : Bocas del Toro, 2003)",NOT_STARTED,A_REVOIR
KL03::valérie dot,KL03,Koh-Lanta : Bocas del Toro,2003,Valérie Dot,False,True,False,True,,UNKNOWN,,,"""""""Valérie Dot"""" """"Koh-Lanta"""" Koh-Lanta : Bocas del Toro 2003","""""""Valérie Dot"""" """"Koh-Lanta"""" candidat candidate homme femme","""""""Valérie Dot"""" """"Koh-Lanta"""" 2003 portrait métier profession","""""""Valérie Dot"""" """"Koh-Lanta"""" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Valérie Dot (Koh-Lanta : Bocas del Toro, 2003)",NOT_STARTED,A_REVOIR
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,2003,Hélène Patry,False,True,False,True,,UNKNOWN,,,"""""""Hélène Patry"""" """"Koh-Lanta"""" Koh-Lanta : Bocas del Toro 2003","""""""Hélène Patry"""" """"Koh-Lanta"""" candidat candidate homme femme","""""""Hélène Patry"""" """"Koh-Lanta"""" 2003 portrait métier profession","""""""Hélène Patry"""" """"Koh-Lanta"""" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Hélène Patry (Koh-Lanta : Bocas del Toro, 2003)",NOT_STARTED,A_REVOIR
KL03::moundir zoughari,KL03,Koh-Lanta : Bocas del Toro,2003,Moundir Zoughari,False,True,False,True,,UNKNOWN,,,"""""""Moundir Zoughari"""" """"Koh-Lanta"""" Koh-Lanta : Bocas del Toro 2003","""""""Moundir Zoughari"""" """"Koh-Lanta"""" candidat candidate homme femme","""""""Moundir Zoughari"""" """"Koh-Lanta"""" 2003 portrait métier profession","""""""Moundir Zoughari"""" """"Koh-Lanta"""" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Moundir Zoughari (Koh-Lanta : Bocas del Toro, 2003)",NOT_STARTED,A_REVOIR
KL03::antoine sanchez,KL03,Koh-Lanta : Bocas del Toro,2003,Antoine Sanchez,False,True,False,True,,UNKNOWN,,,"""""""Antoine Sanchez"""" """"Koh-Lanta"""" Koh-Lanta : Bocas del Toro 2003","""""""Antoine Sanchez"""" """"Koh-Lanta"""" candidat candidate homme femme","""""""Antoine Sanchez"""" """"Koh-Lanta"""" 2003 portrait métier profession","""""""Antoine Sanchez"""" """"Koh-Lanta"""" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Antoine Sanchez (Koh-Lanta : Bocas del Toro, 2003)",NOT_STARTED,A_REVOIR
KL03::moussa niangane,KL03,Koh-Lanta : Bocas del Toro,2003,Moussa Niangane,False,True,False,True,,UNKNOWN,,,"""""""Moussa Niangane"""" """"Koh-Lanta"""" Koh-Lanta : Bocas del Toro 2003","""""""Moussa Niangane"""" """"Koh-Lanta"""" candidat candidate homme femme","""""""Moussa Niangane"""" """"Koh-Lanta"""" 2003 portrait métier profession","""""""Moussa Niangane"""" """"Koh-Lanta"""" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Moussa Niangane (Koh-Lanta : Bocas del Toro, 2003)",NOT_STARTED,A_REVOIR
KL03::delphine bano,KL03,Koh-Lanta : Bocas del Toro,2003,Delphine Bano,False,True,False,True,,UNKNOWN,,,"""""""Delphine Bano"""" """"Koh-Lanta"""" Koh-Lanta : Bocas del Toro 2003","""""""Delphine Bano"""" """"Koh-Lanta"""" candidat candidate homme femme","""""""Delphine Bano"""" """"Koh-Lanta"""" 2003 portrait métier profession","""""""Delphine Bano"""" """"Koh-Lanta"""" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Delphine Bano (Koh-Lanta : Bocas del Toro, 2003)",NOT_STARTED,A_REVOIR
KL03::isabelle seguin,KL03,Koh-Lanta : Bocas del Toro,2003,Isabelle Seguin,False,True,False,True,,UNKNOWN,,,"""""""Isabelle Seguin"""" """"Koh-Lanta"""" Koh-Lanta : Bocas del Toro 2003","""""""Isabelle Seguin"""" """"Koh-Lanta"""" candidat candidate homme femme","""""""Isabelle Seguin"""" """"Koh-Lanta"""" 2003 portrait métier profession","""""""Isabelle Seguin"""" """"Koh-Lanta"""" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Isabelle Seguin (Koh-Lanta : Bocas del Toro, 2003)",NOT_STARTED,A_REVOIR
KL17::babeth delettre,KL17,Koh-Lanta : Johor,2015,Babeth Delettre,False,True,False,True,52.0,UNKNOWN,,,"""Babeth Delettre"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Babeth Delettre"" ""Koh-Lanta"" candidat candidate homme femme","""Babeth Delettre"" ""Koh-Lanta"" 2015 portrait métier profession","""Babeth Delettre"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Babeth Delettre (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::marie-anne queniart,KL17,Koh-Lanta : Johor,2015,Marie-Anne Queniart,False,True,False,True,38.0,UNKNOWN,,,"""Marie-Anne Queniart"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Marie-Anne Queniart"" ""Koh-Lanta"" candidat candidate homme femme","""Marie-Anne Queniart"" ""Koh-Lanta"" 2015 portrait métier profession","""Marie-Anne Queniart"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Marie-Anne Queniart (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::benoît jorion-fahy,KL17,Koh-Lanta : Johor,2015,Benoît Jorion-Fahy,False,True,False,True,27.0,UNKNOWN,,,"""Benoît Jorion-Fahy"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Benoît Jorion-Fahy"" ""Koh-Lanta"" candidat candidate homme femme","""Benoît Jorion-Fahy"" ""Koh-Lanta"" 2015 portrait métier profession","""Benoît Jorion-Fahy"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Benoît Jorion-Fahy (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::manon allender,KL17,Koh-Lanta : Johor,2015,Manon Allender,False,True,False,True,24.0,UNKNOWN,,,"""Manon Allender"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Manon Allender"" ""Koh-Lanta"" candidat candidate homme femme","""Manon Allender"" ""Koh-Lanta"" 2015 portrait métier profession","""Manon Allender"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Manon Allender (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::loïc crespin,KL17,Koh-Lanta : Johor,2015,Loïc Crespin,False,True,False,True,20.0,UNKNOWN,,,"""Loïc Crespin"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Loïc Crespin"" ""Koh-Lanta"" candidat candidate homme femme","""Loïc Crespin"" ""Koh-Lanta"" 2015 portrait métier profession","""Loïc Crespin"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Loïc Crespin (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::isabelle haouzi,KL17,Koh-Lanta : Johor,2015,Isabelle Haouzi,False,True,False,True,54.0,UNKNOWN,,,"""Isabelle Haouzi"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Isabelle Haouzi"" ""Koh-Lanta"" candidat candidate homme femme","""Isabelle Haouzi"" ""Koh-Lanta"" 2015 portrait métier profession","""Isabelle Haouzi"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Isabelle Haouzi (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::margot perrot houwaer,KL17,Koh-Lanta : Johor,2015,Margot Perrot Houwaer,False,True,False,True,22.0,UNKNOWN,,,"""Margot Perrot Houwaer"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Margot Perrot Houwaer"" ""Koh-Lanta"" candidat candidate homme femme","""Margot Perrot Houwaer"" ""Koh-Lanta"" 2015 portrait métier profession","""Margot Perrot Houwaer"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Margot Perrot Houwaer (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::alban pellegrin,KL17,Koh-Lanta : Johor,2015,Alban Pellegrin,False,True,False,True,28.0,UNKNOWN,,,"""Alban Pellegrin"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Alban Pellegrin"" ""Koh-Lanta"" candidat candidate homme femme","""Alban Pellegrin"" ""Koh-Lanta"" 2015 portrait métier profession","""Alban Pellegrin"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alban Pellegrin (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::corinne bargoin samuelian,KL17,Koh-Lanta : Johor,2015,Corinne Bargoin Samuelian,False,True,False,True,45.0,UNKNOWN,,,"""Corinne Bargoin Samuelian"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Corinne Bargoin Samuelian"" ""Koh-Lanta"" candidat candidate homme femme","""Corinne Bargoin Samuelian"" ""Koh-Lanta"" 2015 portrait métier profession","""Corinne Bargoin Samuelian"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Corinne Bargoin Samuelian (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::cédric giosserand-lucas,KL17,Koh-Lanta : Johor,2015,Cédric Giosserand-Lucas,False,True,False,True,36.0,UNKNOWN,,,"""Cédric Giosserand-Lucas"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Cédric Giosserand-Lucas"" ""Koh-Lanta"" candidat candidate homme femme","""Cédric Giosserand-Lucas"" ""Koh-Lanta"" 2015 portrait métier profession","""Cédric Giosserand-Lucas"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Cédric Giosserand-Lucas (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::charlaine cuny,KL17,Koh-Lanta : Johor,2015,Charlaine Cuny,False,True,False,True,21.0,UNKNOWN,,,"""Charlaine Cuny"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Charlaine Cuny"" ""Koh-Lanta"" candidat candidate homme femme","""Charlaine Cuny"" ""Koh-Lanta"" 2015 portrait métier profession","""Charlaine Cuny"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Charlaine Cuny (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::nessim kouachi,KL17,Koh-Lanta : Johor,2015,Nessim Kouachi,False,True,False,True,26.0,UNKNOWN,,,"""Nessim Kouachi"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Nessim Kouachi"" ""Koh-Lanta"" candidat candidate homme femme","""Nessim Kouachi"" ""Koh-Lanta"" 2015 portrait métier profession","""Nessim Kouachi"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Nessim Kouachi (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::jeff santiago,KL17,Koh-Lanta : Johor,2015,Jeff Santiago,False,True,False,True,32.0,UNKNOWN,,,"""Jeff Santiago"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Jeff Santiago"" ""Koh-Lanta"" candidat candidate homme femme","""Jeff Santiago"" ""Koh-Lanta"" 2015 portrait métier profession","""Jeff Santiago"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Jeff Santiago (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::christophe pendon,KL17,Koh-Lanta : Johor,2015,Christophe Pendon,False,True,False,True,30.0,UNKNOWN,,,"""Christophe Pendon"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Christophe Pendon"" ""Koh-Lanta"" candidat candidate homme femme","""Christophe Pendon"" ""Koh-Lanta"" 2015 portrait métier profession","""Christophe Pendon"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Christophe Pendon (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::jessica potel,KL17,Koh-Lanta : Johor,2015,Jessica Potel,False,True,False,True,31.0,UNKNOWN,,,"""Jessica Potel"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Jessica Potel"" ""Koh-Lanta"" candidat candidate homme femme","""Jessica Potel"" ""Koh-Lanta"" 2015 portrait métier profession","""Jessica Potel"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Jessica Potel (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::sébastien ballesteros,KL17,Koh-Lanta : Johor,2015,Sébastien Ballesteros,False,True,False,True,25.0,UNKNOWN,,,"""Sébastien Ballesteros"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Sébastien Ballesteros"" ""Koh-Lanta"" candidat candidate homme femme","""Sébastien Ballesteros"" ""Koh-Lanta"" 2015 portrait métier profession","""Sébastien Ballesteros"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sébastien Ballesteros (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::bruno peisey,KL17,Koh-Lanta : Johor,2015,Bruno Peisey,False,True,False,True,52.0,UNKNOWN,,,"""Bruno Peisey"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Bruno Peisey"" ""Koh-Lanta"" candidat candidate homme femme","""Bruno Peisey"" ""Koh-Lanta"" 2015 portrait métier profession","""Bruno Peisey"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Bruno Peisey (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::mélissa bastin,KL17,Koh-Lanta : Johor,2015,Mélissa Bastin,False,True,False,True,28.0,UNKNOWN,,,"""Mélissa Bastin"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Mélissa Bastin"" ""Koh-Lanta"" candidat candidate homme femme","""Mélissa Bastin"" ""Koh-Lanta"" 2015 portrait métier profession","""Mélissa Bastin"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Mélissa Bastin (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::chantel ménard,KL17,Koh-Lanta : Johor,2015,Chantel Ménard,False,True,False,True,45.0,UNKNOWN,,,"""Chantel Ménard"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Chantel Ménard"" ""Koh-Lanta"" candidat candidate homme femme","""Chantel Ménard"" ""Koh-Lanta"" 2015 portrait métier profession","""Chantel Ménard"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Chantel Ménard (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL17::marc rambaud,KL17,Koh-Lanta : Johor,2015,Marc Rambaud,False,True,False,True,43.0,UNKNOWN,,,"""Marc Rambaud"" ""Koh-Lanta"" Koh-Lanta : Johor 2015","""Marc Rambaud"" ""Koh-Lanta"" candidat candidate homme femme","""Marc Rambaud"" ""Koh-Lanta"" 2015 portrait métier profession","""Marc Rambaud"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Marc Rambaud (Koh-Lanta : Johor, 2015)",NOT_STARTED,A_REVOIR
KL31::myriam zenasni,KL31,Koh-Lanta : L'Île au trésor,2016,Myriam Zenasni,False,True,False,True,36.0,UNKNOWN,,,"""Myriam Zenasni"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Myriam Zenasni"" ""Koh-Lanta"" candidat candidate homme femme","""Myriam Zenasni"" ""Koh-Lanta"" 2016 portrait métier profession","""Myriam Zenasni"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Myriam Zenasni (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::amandine schmitt,KL31,Koh-Lanta : L'Île au trésor,2016,Amandine Schmitt,False,True,False,True,33.0,UNKNOWN,,,"""Amandine Schmitt"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Amandine Schmitt"" ""Koh-Lanta"" candidat candidate homme femme","""Amandine Schmitt"" ""Koh-Lanta"" 2016 portrait métier profession","""Amandine Schmitt"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Amandine Schmitt (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::sophie le nestic sabattier,KL31,Koh-Lanta : L'Île au trésor,2016,Sophie Le Nestic Sabattier,False,True,False,True,48.0,UNKNOWN,,,"""Sophie Le Nestic Sabattier"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Sophie Le Nestic Sabattier"" ""Koh-Lanta"" candidat candidate homme femme","""Sophie Le Nestic Sabattier"" ""Koh-Lanta"" 2016 portrait métier profession","""Sophie Le Nestic Sabattier"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sophie Le Nestic Sabattier (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::sandrine bouzekri,KL31,Koh-Lanta : L'Île au trésor,2016,Sandrine Bouzekri,False,True,False,True,33.0,UNKNOWN,,,"""Sandrine Bouzekri"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Sandrine Bouzekri"" ""Koh-Lanta"" candidat candidate homme femme","""Sandrine Bouzekri"" ""Koh-Lanta"" 2016 portrait métier profession","""Sandrine Bouzekri"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sandrine Bouzekri (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::laurent mischkind,KL31,Koh-Lanta : L'Île au trésor,2016,Laurent Mischkind,False,True,False,True,36.0,UNKNOWN,,,"""Laurent Mischkind"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Laurent Mischkind"" ""Koh-Lanta"" candidat candidate homme femme","""Laurent Mischkind"" ""Koh-Lanta"" 2016 portrait métier profession","""Laurent Mischkind"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Laurent Mischkind (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::jean-luc duboscq,KL31,Koh-Lanta : L'Île au trésor,2016,Jean-Luc Duboscq,False,True,False,True,50.0,UNKNOWN,,,"""Jean-Luc Duboscq"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Jean-Luc Duboscq"" ""Koh-Lanta"" candidat candidate homme femme","""Jean-Luc Duboscq"" ""Koh-Lanta"" 2016 portrait métier profession","""Jean-Luc Duboscq"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Jean-Luc Duboscq (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
