season_id,season_name,season_year,season_url,candidate_name,gender_raw,age_raw,profession_raw,final_position_raw,final_exit_order,final_exit_order_normalized,departure_day_raw,departure_description_raw,departure_type_normalized,departure_category,departure_model_category,departure_classification_reason,needs_departure_enrichment,departure_is_definitive,returned_to_game,first_exit_order,second_exit_order,returned_after_medical_replacement,same_day_exit_group,exit_order_ambiguity,exit_order_review_required,analysis_exit_order,analysis_exit_rule,all_cause_exit_event,censored_at_end,source_row_number,scraped_at,candidate_name_normalized,candidate_season_key,had_temporary_elimination,first_exit_type,first_exit_model_category,first_exit_description,final_exit_type,final_exit_model_category,final_exit_description,model_exit_order,model_exit_type,model_exit_category,physical_score_previous,physical_score_justification,physical_score_sources,local_enrichment_performed,external_research_performed,age,age_source_type,age_review_status,gender_normalized,gender_local_evidence,gender_confidence,gender_review_status,profession_normalized,profession_local_evidence,profession_confidence,profession_review_status,profile_documentation_sufficient,local_evidence_fields_reviewed,physical_score_confidence,physical_score_reviewer_status,external_research_required,enrichment_status,enrichment_notes,physical_zero_reason,age_confidence,physical_positive_reason,physical_score_based_on_profession_only,manual_physical_score,physical_score,physical_score_source
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Aliséa,,20 ans,,"Abandon médical [ 5 ] , [ 6 ]",1,0.0,,"Abandon médical [ 5 ] , [ 6 ]",ABANDON_MEDICAL,INDETERMINE,AUTRE_SORTIE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,False,True,False,1,,False,,False,False,1.0,STANDARD,1,False,1,2026-07-21T03:43:46.603247,aliséa,KL22::aliséa,,,,,,,,,,,1.0,"Étudiante en STAPS, spécialité athlétisme : formation et pratique directement sportives. Cet élément satisfait le critère binaire positif.","https://survivor.fandom.com/wiki/Alis%C3%A9a_Lecomte | Étudiante en STAPS, spécialité athlétisme : formation et pratique directement sportives. || https://survivor.fandom.com/wiki/Koh-Lanta%3A_La_Guerre_des_Chefs | Tableau de saison : 20 ans, profession Étudiante en STAPS, spécialité athlétisme.",True,True,20.0,https://survivor.fandom.com/wiki/Koh-Lanta%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,FEMALE,Le profil de Aliséa emploie une présentation correspondant au genre FEMALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,"Étudiante en STAPS, spécialité athlétisme","Aliséa — profession : Étudiante en STAPS, spécialité athlétisme.",HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,Recherche fondée sur le tableau structuré de la saison et les portraits de candidats reproduisant les anciennes fiches TF1. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,,HIGH,SPORT_EDUCATION_AND_ATHLETICS,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Carinne,,45 ans,,Abandon médical [ 7 ] [source secondaire souhaitée],2,0.05,,Abandon médical [ 7 ] [source secondaire souhaitée],ABANDON_MEDICAL,INDETERMINE,AUTRE_SORTIE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,False,True,False,2,,False,,False,False,2.0,STANDARD,1,False,2,2026-07-21T03:43:46.603247,carinne,KL22::carinne,,,,,,,,,,,0.0,Le profil disponible documente son métier de coiffeuse sans sport intensif ou musculature qualifiante. Le score proposé est donc 0.,"https://survivor.fandom.com/wiki/Carinne_Fossey-Elka | Le profil disponible documente son métier de coiffeuse sans sport intensif ou musculature qualifiante. || https://survivor.fandom.com/wiki/Koh-Lanta%3A_La_Guerre_des_Chefs | Tableau de saison : 45 ans, profession Coiffeuse.",True,True,45.0,https://survivor.fandom.com/wiki/Koh-Lanta%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,FEMALE,Le profil de Carinne emploie une présentation correspondant au genre FEMALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Coiffeuse,Carinne — profession : Coiffeuse.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,Recherche fondée sur le tableau structuré de la saison et les portraits de candidats reproduisant les anciennes fiches TF1. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,HIGH,,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Émilie,,35 ans,,"Éliminée [ 8 ] , [ 9 ] [source secondaire souhaitée] , [ 10 ] [source secondaire souhaitée]",3,0.1,,"Éliminée [ 8 ] , [ 9 ] [source secondaire souhaitée] , [ 10 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,3,,False,,False,False,3.0,STANDARD,1,False,3,2026-07-21T03:43:46.603247,émilie,KL22::émilie,,,,,,,,,,,0.0,"Le tableau de saison documente son âge et sa profession, sans pratique sportive intensive, musculature ou profession directement physique. Le score proposé est donc 0.","https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Le tableau de saison documente son âge et sa profession, sans pratique sportive intensive, musculature ou profession directement physique.",True,True,35.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,FEMALE,Le tableau de saison identifie Émilie comme candidat(e) de genre FEMALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Courtière en prêt immobilier,Émilie — profession : Courtière en prêt immobilier.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,HIGH,,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Victor,,25 ans,,"Éliminé [ 11 ] , [ 12 ] [source secondaire souhaitée] , [ 13 ] [source secondaire souhaitée]",4,0.15,,"Éliminé [ 11 ] , [ 12 ] [source secondaire souhaitée] , [ 13 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,4,,False,,False,False,4.0,STANDARD,1,False,4,2026-07-21T03:43:46.603247,victor,KL22::victor,,,,,,,,,,,1.0,Moniteur de parachutisme : profession directement liée à une activité physique et technique exigeante. Cet élément satisfait le critère positif.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Moniteur de parachutisme : profession directement liée à une activité physique et technique exigeante.,True,True,25.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison identifie Victor comme candidat(e) de genre MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Moniteur de parachutisme,Victor — profession : Moniteur de parachutisme.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",,HIGH,DIRECT_PHYSICAL_PROFESSION,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Chloé,,32 ans,,"Éliminée [ 14 ] , [ 15 ] [source secondaire souhaitée]",5,0.2,,"Éliminée [ 14 ] , [ 15 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,5,,False,,False,False,5.0,STANDARD,1,False,5,2026-07-21T03:43:46.603247,chloé,KL22::chloé,,,,,,,,,,,0.0,"Réaudit strict : le score antérieur reposait principalement sur un métier manuel, actif ou une preuve sportive trop vague. Aucune preuve suffisante de sport intensif, compétitif, d’entraînement soutenu ou de musculature athlétique.","https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Poissonnière : métier manuel impliquant manutention, station debout et travail physique régulier.",True,True,32.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,FEMALE,Le tableau de saison identifie Chloé comme candidat(e) de genre FEMALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Poissonnière,Chloé — profession : Poissonnière.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",STRICT_REAUDIT_NO_SUFFICIENT_ATHLETIC_EVIDENCE,HIGH,,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Xavier,,53 ans,,Éliminé [ 16 ] [source secondaire souhaitée],6,0.25,,Éliminé [ 16 ] [source secondaire souhaitée],INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,6,,False,,False,False,6.0,STANDARD,1,False,6,2026-07-21T03:43:46.603247,xavier,KL22::xavier,,,,,,,,,,,1.0,Son portrait le décrit explicitement comme « très sportif ». Cet élément satisfait le critère positif.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Son portrait le décrit explicitement comme « très sportif ».,True,True,53.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison identifie Xavier comme candidat(e) de genre MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Technico-commercial,Xavier — profession : Technico-commercial.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",,HIGH,EXPLICIT_ATHLETIC_PROFILE,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Frédéric,,52 ans,,"Éliminé [ 17 ] , [ 18 ] [source secondaire souhaitée]",7,0.3,,"Éliminé [ 17 ] , [ 18 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,7,,False,,False,False,7.0,STANDARD,1,False,7,2026-07-21T03:43:46.603247,frédéric,KL22::frédéric,,,,,,,,,,,0.0,"Le profil documente une activité de photographe sans sport intensif, musculature ou profession physique directe. Le score proposé est donc 0.","https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Le profil documente une activité de photographe sans sport intensif, musculature ou profession physique directe.",True,True,52.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison identifie Frédéric comme candidat(e) de genre MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Photographe professionnel,Frédéric — profession : Photographe professionnel.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,HIGH,,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Alexandre,,28 ans,,"Éliminé [ 17 ] , [ 19 ] [source secondaire souhaitée]",8,0.35,,"Éliminé [ 17 ] , [ 19 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,8,,False,,False,False,8.0,STANDARD,1,False,8,2026-07-21T03:43:46.603247,alexandre,KL22::alexandre,,,,,,,,,,,0.0,Le profil documente une profession commerciale sans indicateur sportif ou musculaire qualifiant. Le score proposé est donc 0.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Le profil documente une profession commerciale sans indicateur sportif ou musculaire qualifiant.,True,True,28.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison identifie Alexandre comme candidat(e) de genre MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Commercial,Alexandre — profession : Commercial.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,HIGH,,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Béatrice,,28 ans,,"Éliminée [ 20 ] , [ 21 ] [source secondaire souhaitée]",9,0.4,,"Éliminée [ 20 ] , [ 21 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,9,,False,,False,False,9.0,STANDARD,1,False,9,2026-07-21T03:43:46.603247,béatrice,KL22::béatrice,,,,,,,,,,,1.0,"Elle est présentée comme joueuse de football, ce qui constitue une pratique sportive explicite. Cet élément satisfait le critère positif.","https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Elle est présentée comme joueuse de football, ce qui constitue une pratique sportive explicite.",True,True,28.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,FEMALE,Le tableau de saison identifie Béatrice comme candidat(e) de genre FEMALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Joueuse de football et styliste,Béatrice — profession : Joueuse de football et styliste.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",,HIGH,EXPLICIT_SPORT_ACTIVITY,,1,1,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Brice,,24 ans,,"Éliminé [ 22 ] , [ 23 ] [source secondaire souhaitée] , [ 24 ] [source secondaire souhaitée]",10,0.45,,"Éliminé [ 22 ] , [ 23 ] [source secondaire souhaitée] , [ 24 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,10,,False,,False,False,10.0,STANDARD,1,False,10,2026-07-21T03:43:46.603247,brice,KL22::brice,,,,,,,,,,,0.0,Le profil disponible ne documente aucune pratique sportive intensive ou musculature qualifiante. Le score proposé est donc 0.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Le profil disponible ne documente aucune pratique sportive intensive ou musculature qualifiante.,True,True,24.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison identifie Brice comme candidat(e) de genre MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Étudiant en école de commerce,Brice — profession : Étudiant en école de commerce.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,HIGH,,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Sophie,,34 ans,,Éliminée [ 25 ] [source secondaire souhaitée],11,0.5,,Éliminée [ 25 ] [source secondaire souhaitée],INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,11,,False,,False,False,11.0,STANDARD,1,False,11,2026-07-21T03:43:46.603247,sophie,KL22::sophie,,,,,,,,,,,1.0,Kitesurfeuse : activité sportive exigeante indiquée comme profession ou activité principale. Cet élément satisfait le critère positif.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Kitesurfeuse : activité sportive exigeante indiquée comme profession ou activité principale.,True,True,34.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,FEMALE,Le tableau de saison identifie Sophie comme candidat(e) de genre FEMALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Kitesurfeuse,Sophie — profession : Kitesurfeuse.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",,HIGH,DIRECT_PHYSICAL_PROFESSION,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Angélique,,24 ans,,Éliminée [ 26 ] [source secondaire souhaitée],12,0.55,,Éliminée [ 26 ] [source secondaire souhaitée],INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,12,,False,,False,False,12.0,STANDARD,1,False,12,2026-07-21T03:43:46.603247,angélique,KL22::angélique,,,,,,,,,,,0.0,Le profil documente une activité de gestion sans sport intensif ou musculature qualifiante. Le score proposé est donc 0.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Le profil documente une activité de gestion sans sport intensif ou musculature qualifiante.,True,True,24.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,FEMALE,Le tableau de saison identifie Angélique comme candidat(e) de genre FEMALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Gérante d’une pizzeria,Angélique — profession : Gérante d’une pizzeria.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,HIGH,,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Mohamed,,37 ans,,Éliminé [ 27 ] [source secondaire souhaitée],13,0.6,,Éliminé [ 27 ] [source secondaire souhaitée],INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,13,,False,,False,False,13.0,STANDARD,1,False,13,2026-07-21T03:43:46.603247,mohamed,KL22::mohamed,,,,,,,,,,,0.0,Le profil documente une fonction de direction sans indicateur sportif ou musculaire qualifiant. Le score proposé est donc 0.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Le profil documente une fonction de direction sans indicateur sportif ou musculaire qualifiant.,True,True,37.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison identifie Mohamed comme candidat(e) de genre MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Chef d’entreprise,Mohamed — profession : Chef d’entreprise.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,HIGH,,,1,1,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Nicolas,,35 ans,,Éliminé [ 28 ] [source secondaire souhaitée],14,0.65,,Éliminé [ 28 ] [source secondaire souhaitée],INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,14,,False,,False,False,14.0,STANDARD,1,False,14,2026-07-21T03:43:46.603247,nicolas,KL22::nicolas,,,,,,,,,,,0.0,Le profil documente une activité commerciale sans sport intensif ou musculature qualifiante. Le score proposé est donc 0.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Le profil documente une activité commerciale sans sport intensif ou musculature qualifiante.,True,True,35.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison identifie Nicolas comme candidat(e) de genre MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Agent commercial,Nicolas — profession : Agent commercial.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,HIGH,,,1,1,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Maxime,,32 ans,,Éliminé [ 29 ] [source secondaire souhaitée],15,0.7,,Éliminé [ 29 ] [source secondaire souhaitée],INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,15,,False,,False,False,15.0,STANDARD,1,False,15,2026-07-21T03:43:46.603247,maxime,KL22::maxime,,,,,,,,,,,0.0,Le profil documente une profession non physique sans pratique sportive intensive indiquée. Le score proposé est donc 0.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Le profil documente une profession non physique sans pratique sportive intensive indiquée.,True,True,32.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison identifie Maxime comme candidat(e) de genre MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Agent de voyage,Maxime — profession : Agent de voyage.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,HIGH,,,0,0,MANUAL_USER_VALIDATION
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Cyril,,37 ans,,"Éliminé [ 30 ] [source secondaire souhaitée] , [ 31 ]",16,0.75,,"Éliminé [ 30 ] [source secondaire souhaitée] , [ 31 ]",INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,16,,False,,False,False,16.0,STANDARD,1,False,16,2026-07-21T03:43:46.603247,cyril,KL22::cyril,,,,,,,,,,,0.0,Le profil documente une profession de designer sans indicateur sportif ou musculaire qualifiant. Le score proposé est donc 0.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs | Le profil documente une profession de designer sans indicateur sportif ou musculaire qualifiant.,True,True,37.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison identifie Cyril comme candidat(e) de genre MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Designer,Cyril — profession : Designer.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",MANUAL_FINAL,USER_VALIDATED,True,EXTERNAL_RESEARCH_COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,HIGH,,,0,0,MANUAL_USER_VALIDATION
