candidate_season_key,season_id,season_name,candidate_name,survival_time,departure_type_normalized,departure_category,departure_model_category,final_position_raw,proposed_departure_cause,proposed_confidence,proposal_reason,manual_final_cause,manual_review_status,source_url_1,source_excerpt_1,source_url_2,source_excerpt_2,source_quality,season_year,age,gender,physical_score,event,censored,returned_to_game,first_exit_order,final_exit_order,physical_score_confidence,gender_male,physical_score_available,complete_case_main_model,complete_case_physical_model,search_query
KL27::océane montenegro,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Océane Montenegro,11.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Eliminated 2nd Jury Member Day 26,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Océane Montenegro"" Koh-Lanta Koh-Lanta : Les Chasseurs d'Immunité première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL27::aurélien dulau,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Aurélien Dulau,14.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Eliminated 4th Jury Member Day 29,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Aurélien Dulau"" Koh-Lanta Koh-Lanta : Les Chasseurs d'Immunité première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::cynthiana,KL29,Koh-Lanta : La Revanche des 4 Terres,Cynthiana,1.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminée [ 6 ] , [ 7 ] , [ 8 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Cynthiana"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::christian,KL29,Koh-Lanta : La Revanche des 4 Terres,Christian,3.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé [ 12 ] , [ 13 ] , [ 14 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Christian"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::romane,KL29,Koh-Lanta : La Revanche des 4 Terres,Romane,4.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminée [ 15 ] , [ 16 ] , [ 17 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Romane"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::benoît,KL29,Koh-Lanta : La Revanche des 4 Terres,Benoît,6.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé [ 21 ] , [ 22 ] , [ 23 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Benoît"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::mohamed,KL29,Koh-Lanta : La Revanche des 4 Terres,Mohamed,7.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé [ 24 ] , [ 25 ] , [ 26 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Mohamed"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::pauline,KL29,Koh-Lanta : La Revanche des 4 Terres,Pauline,8.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminée [ 27 ] , [ 28 ] , [ 29 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Pauline"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::andréa,KL29,Koh-Lanta : La Revanche des 4 Terres,Andréa,9.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminée [ 30 ] , [ 31 ] , [ 32 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Andréa"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::adrien,KL29,Koh-Lanta : La Revanche des 4 Terres,Adrien,10.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé [ 33 ] , [ 34 ] , [ 35 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Adrien"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::jessica,KL29,Koh-Lanta : La Revanche des 4 Terres,Jessica,12.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminée [ 39 ] , [ 40 ] , [ 41 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Jessica"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,13.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminée [ 42 ] , [ 43 ] , [ 44 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Louise"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,14.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminée [ 45 ] , [ 46 ] , [ 47 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Joana"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,15.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminée [ 48 ] , [ 49 ] , [ 50 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Naïs"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,16.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé [ 51 ] , [ 52 ] , [ 53 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Pierre-Marie"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::maxime,KL29,Koh-Lanta : La Revanche des 4 Terres,Maxime,17.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé [ 54 ] , [ 55 ] , [ 56 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Maxime"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::noémie,KL29,Koh-Lanta : La Revanche des 4 Terres,Noémie,18.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminée [ 57 ] , [ 58 ] , [ 59 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Noémie"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::céline,KL29,Koh-Lanta : La Revanche des 4 Terres,Céline,19.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminée [ 60 ] , [ 61 ] , [ 62 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Céline"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::jérôme#row20,KL29,Koh-Lanta : La Revanche des 4 Terres,Jérôme,20.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé [ 63 ] , [ 64 ] , [ 65 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Jérôme"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::claire,KL29,Koh-Lanta : La Revanche des 4 Terres,Claire,21.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminée [ 66 ] , [ 67 ] , [ 68 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Claire"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL29::jérôme#row22,KL29,Koh-Lanta : La Revanche des 4 Terres,Jérôme,22.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé [ 69 ] , [ 70 ] , [ 71 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Jérôme"" Koh-Lanta Koh-Lanta : La Revanche des 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL32::carole,KL32,Koh-Lanta : Les 4 Terres,Carole,2.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminée [ 21 ] [source secondaire souhaitée] , [ 22 ] [source secondaire souhaitée] , [ 23 ] [source secondaire souhaitée] , [ 20 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Carole"" Koh-Lanta Koh-Lanta : Les 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL32::diane,KL32,Koh-Lanta : Les 4 Terres,Diane,4.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminée [ 27 ] [source secondaire souhaitée] , [ 28 ] [source secondaire souhaitée] , [ 29 ] [source secondaire souhaitée] , [ 30 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Diane"" Koh-Lanta Koh-Lanta : Les 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL32::estelle,KL32,Koh-Lanta : Les 4 Terres,Estelle,5.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminée [ 31 ] [source secondaire souhaitée] , [ 32 ] [source secondaire souhaitée] , [ 33 ] [source secondaire souhaitée] , [ 30 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Estelle"" Koh-Lanta Koh-Lanta : Les 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL32::mathieu,KL32,Koh-Lanta : Les 4 Terres,Mathieu,6.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminé [ 34 ] [source secondaire souhaitée] , [ 35 ] [source secondaire souhaitée] , [ 36 ] [source secondaire souhaitée] , [ 37 ] [source secondaire souhaitée]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Mathieu"" Koh-Lanta Koh-Lanta : Les 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL32::adrien,KL32,Koh-Lanta : Les 4 Terres,Adrien,7.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminé [ 38 ] [source secondaire souhaitée] , [ 39 ] [source secondaire souhaitée] , [ 40 ] [source secondaire souhaitée] , [ 41 ]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Adrien"" Koh-Lanta Koh-Lanta : Les 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL32::aubin,KL32,Koh-Lanta : Les 4 Terres,Aubin,8.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminé [ 42 ] [source secondaire souhaitée] , [ 43 ] [source secondaire souhaitée] , [ 44 ] [source secondaire souhaitée] , [ 45 ] [source secondaire souhaitée]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Aubin"" Koh-Lanta Koh-Lanta : Les 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL32::sébastien,KL32,Koh-Lanta : Les 4 Terres,Sébastien,9.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminé [ 46 ] [source secondaire souhaitée] , [ 47 ] [source secondaire souhaitée] , [ 48 ] [source secondaire souhaitée] , [ 49 ] [source secondaire souhaitée]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Sébastien"" Koh-Lanta Koh-Lanta : Les 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL32::marie-france,KL32,Koh-Lanta : Les 4 Terres,Marie-France,10.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminée [ 50 ] [source secondaire souhaitée] , [ 51 ] [source secondaire souhaitée] , [ 52 ] [source secondaire souhaitée]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Marie-France"" Koh-Lanta Koh-Lanta : Les 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
KL32::hadja,KL32,Koh-Lanta : Les 4 Terres,Hadja,11.0,INDETERMINE,INDETERMINE,INDETERMINE,"Éliminée [ 53 ] [source secondaire souhaitée] , [ 54 ] [source secondaire souhaitée] , [ 55 ] [source secondaire souhaitée] , [ 56 ] [source secondaire souhaitée]",UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Hadja"" Koh-Lanta Koh-Lanta : Les 4 Terres première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion autre"
