candidate_season_key,season_id,season_name,candidate_name,survival_time,departure_type_normalized,departure_category,departure_model_category,final_position_raw,proposed_departure_cause,proposed_confidence,proposal_reason,manual_final_cause,manual_review_status,source_url_1,source_excerpt_1,source_url_2,source_excerpt_2,source_quality,season_year,age,gender,physical_score,event,censored,returned_to_game,first_exit_order,final_exit_order,physical_score_confidence,gender_male,physical_score_available,complete_case_main_model,complete_case_physical_model,search_query
KL08::carole,KL08,KL KL08,Carole,13.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Carole"" Koh-Lanta KL KL08 première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
KL08::nathalie,KL08,KL KL08,Nathalie,14.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Nathalie"" Koh-Lanta KL KL08 première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
KL08::bertrand,KL08,KL KL08,Bertrand,15.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Bertrand"" Koh-Lanta KL KL08 première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
KL13::steve lemercier,KL13,Koh-Lanta : Raja Ampat,Steve Lemercier,3.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Left Competition Day 8,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Steve Lemercier"" Koh-Lanta Koh-Lanta : Raja Ampat première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
"KL13::nawal ""naouel"" hadjaf",KL13,Koh-Lanta : Raja Ampat,"Nawal ""Naouel"" Hadjaf",5.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Left Competition Day 10,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Nawal ""Naouel"" Hadjaf"" Koh-Lanta Koh-Lanta : Raja Ampat première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
KL15::mélanie,KL15,Koh-Lanta : Malaisie,Mélanie,1.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Mélanie"" Koh-Lanta Koh-Lanta : Malaisie première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
KL15::mickaël,KL15,Koh-Lanta : Malaisie,Mickaël,2.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Mickaël"" Koh-Lanta Koh-Lanta : Malaisie première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
KL15::nadine,KL15,Koh-Lanta : Malaisie,Nadine,4.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Nadine"" Koh-Lanta Koh-Lanta : Malaisie première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
KL15::élodie,KL15,Koh-Lanta : Malaisie,Élodie,5.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Élodie"" Koh-Lanta Koh-Lanta : Malaisie première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
KL15::marie [ n 2 ],KL15,Koh-Lanta : Malaisie,Marie [ N 2 ],6.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Marie [ N 2 ]"" Koh-Lanta Koh-Lanta : Malaisie première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
KL15::anthony,KL15,Koh-Lanta : Malaisie,Anthony,7.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Anthony"" Koh-Lanta Koh-Lanta : Malaisie première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
KL15::javier [ n 3 ],KL15,Koh-Lanta : Malaisie,Javier [ N 3 ],8.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Javier [ N 3 ]"" Koh-Lanta Koh-Lanta : Malaisie première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux"
