candidate_season_key,season_id,season_name,candidate_name,proposed_gender,gender_source_url,gender_source_excerpt,gender_source_quality,gender_confidence,research_status,manual_reviewer_decision,researcher_notes
KL08::carole,KL08,KL KL08,Carole,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,"Le tableau des candidats de la saison présente Carole au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL08::nathalie,KL08,KL KL08,Nathalie,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,"Le tableau des candidats de la saison présente Nathalie au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL08::bertrand,KL08,KL KL08,Bertrand,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,"Le tableau des candidats de la saison présente Bertrand au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL08::frédéric favier,KL08,KL KL08,Frédéric Favier,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,"Le tableau des candidats de la saison présente Frédéric Favier au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL08::christelle gauzet,KL08,KL KL08,Christelle Gauzet,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,"Le tableau des candidats de la saison présente Christelle Gauzet au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::caroline mercier,KL02,KL KL02,Caroline Mercier,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Caroline Mercier au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::céline genty,KL02,KL KL02,Céline Genty,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Céline Genty au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::nelly,KL02,KL KL02,Nelly,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Nelly au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::pierre,KL02,KL KL02,Pierre,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Pierre au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::jacky,KL02,KL KL02,Jacky,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Jacky au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::adonis,KL02,KL KL02,Adonis,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Adonis au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::jimmy,KL02,KL KL02,Jimmy,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Jimmy au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::béatrice,KL02,KL KL02,Béatrice,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Béatrice au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::françois-xavier,KL02,KL KL02,François-Xavier,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente François-Xavier au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::isabelle,KL02,KL KL02,Isabelle,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Isabelle au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::maud,KL02,KL KL02,Maud,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Maud au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::marianne,KL02,KL KL02,Marianne,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Marianne au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::bernard,KL02,KL KL02,Bernard,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Bernard au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::nicolas roy,KL02,KL KL02,Nicolas Roy,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Nicolas Roy au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL02::amel fatnassi,KL02,KL KL02,Amel Fatnassi,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,"Le tableau des candidats de la saison présente Amel Fatnassi au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::pascale,KL07,KL KL07,Pascale,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Pascale au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::marie-laure,KL07,KL KL07,Marie-Laure,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Marie-Laure au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::mélanie,KL07,KL KL07,Mélanie,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Mélanie au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::véronique barriol,KL07,KL KL07,Véronique Barriol,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Véronique Barriol au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::chloé,KL07,KL KL07,Chloé,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Chloé au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::érick,KL07,KL KL07,Érick,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Érick au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::filomène,KL07,KL KL07,Filomène,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Filomène au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::adrien,KL07,KL KL07,Adrien,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Adrien au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::laurent,KL07,KL KL07,Laurent,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Laurent au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::patrick,KL07,KL KL07,Patrick,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Patrick au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::simon,KL07,KL KL07,Simon,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Simon au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::maryline,KL07,KL KL07,Maryline,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Maryline au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::kévin cuoco,KL07,KL KL07,Kévin Cuoco,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Kévin Cuoco au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL07::jade handi,KL07,KL KL07,Jade Handi,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Le tableau des candidats de la saison présente Jade Handi au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::marie,KL01,KL KL01,Marie,FEMALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Marie au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::guillaume noël,KL01,KL KL01,Guillaume Noël,MALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Guillaume Noël au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::jean-luc,KL01,KL KL01,Jean-Luc,MALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Jean-Luc au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::gaël,KL01,KL KL01,Gaël,FEMALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Gaël au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::harry,KL01,KL KL01,Harry,MALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Harry au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::sandra,KL01,KL KL01,Sandra,FEMALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Sandra au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::david,KL01,KL KL01,David,MALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente David au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::stéphane,KL01,KL KL01,Stéphane,MALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Stéphane au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::géraldine drouhet,KL01,KL KL01,Géraldine Drouhet,FEMALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Géraldine Drouhet au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::michèle,KL01,KL KL01,Michèle,FEMALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Michèle au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::william,KL01,KL KL01,William,MALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente William au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::françoise,KL01,KL KL01,Françoise,FEMALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Françoise au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::romain,KL01,KL KL01,Romain,MALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Romain au masculin (par exemple « éliminé », « gagnant » ou une profession masculinisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
KL01::patricia,KL01,KL KL01,Patricia,FEMALE,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_(Saison_1),"Le tableau des candidats de la saison présente Patricia au féminin (par exemple « éliminée », « finaliste » ou une profession féminisée).",SECONDARY_DATABASE,HIGH,COMPLETE,ACCEPT_PROPOSAL,Genre déterminé à partir du tableau de casting de la saison et de ses marqueurs grammaticaux explicites. Aucune inférence fondée uniquement sur le prénom n’a été utilisée.
