season_id,season_name,season_year,season_url,candidate_name,gender_raw,age_raw,profession_raw,final_position_raw,final_exit_order,final_exit_order_normalized,departure_day_raw,departure_description_raw,departure_type_normalized,departure_category,departure_model_category,departure_classification_reason,needs_departure_enrichment,departure_is_definitive,returned_to_game,first_exit_order,second_exit_order,returned_after_medical_replacement,same_day_exit_group,exit_order_ambiguity,exit_order_review_required,analysis_exit_order,analysis_exit_rule,all_cause_exit_event,censored_at_end,source_row_number,scraped_at,candidate_name_normalized,candidate_season_key,had_temporary_elimination,first_exit_type,first_exit_model_category,first_exit_description,final_exit_type,final_exit_model_category,final_exit_description,model_exit_order,model_exit_type,model_exit_category,physical_score,physical_score_justification,physical_score_sources,local_enrichment_performed,external_research_performed,age,age_source_type,age_review_status,gender_normalized,gender_local_evidence,gender_confidence,gender_review_status,profession_normalized,profession_local_evidence,profession_confidence,profession_review_status,profile_documentation_sufficient,local_evidence_fields_reviewed,physical_score_confidence,physical_score_reviewer_status,external_research_required,enrichment_status,enrichment_notes,physical_zero_reason,age_confidence,physical_positive_reason,physical_score_based_on_profession_only
KL03,Koh-Lanta : Bocas del Toro,2003,https://en.wikipedia.org/wiki/Koh-Lanta:_Bocas_del_Toro,Delphine Bano,,,,INDETERMINE,17,0.941176,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Données vérifiées manuellement (source secondaire),True,True,False,17,,False,,False,False,17.0,STANDARD,1,False,17,2026-07-21T01:58:33.811195,delphine bano,KL03::delphine bano,,,,,,,,,,,,Données locales insuffisantes pour le score physique,,True,True,32.0,https://survivor.fandom.com/wiki/Koh-Lanta%3A_Bocas_del_Toro,EXTERNAL_RESEARCH_VALIDATED,FEMALE,Le profil présente Delphine Bano comme candidate / elle de la saison.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Serveuse en restauration,Delphine Bano — profession : Serveuse en restauration.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",UNKNOWN,INSUFFICIENT_EVIDENCE_EXTERNAL,True,EXTERNAL_RESEARCH_PARTIAL,"Recherche documentaire effectuée sur des tableaux de saison structurés et des profils de candidats reproduisant, lorsqu’indiqué, les anciens portraits TF1. Les performances pendant Koh-Lanta n’ont pas servi au score.",,HIGH,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Valérie,,,Mingao,INDETERMINE,1,0.0,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,1,,False,,False,False,1.0,STANDARD,1,False,1,2026-07-21T01:58:33.757677,valérie,KL08::valérie,,,,,,,,,,,0.0,"Profil documenté, aucun indicateur physique qualifiant",,True,False,,NOT_AVAILABLE,NOT_FOUND,UNKNOWN,,UNKNOWN,NOT_FOUND,Mingao,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,MEDIUM,VALIDATED,True,"age_raw, gender_raw, profession_raw",MEDIUM,VALIDATED,False,LOCALLY_PARTIAL,Données locales suffisantes,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Christophe,,,Day 21,INDETERMINE,9,0.5,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,9,,False,,False,False,9.0,STANDARD,1,False,9,2026-07-21T01:58:33.757677,christophe,KL08::christophe,,,,,,,,,,,0.0,"Profil documenté, aucun indicateur physique qualifiant",,True,False,,NOT_AVAILABLE,NOT_FOUND,UNKNOWN,,UNKNOWN,NOT_FOUND,Day 21,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,MEDIUM,VALIDATED,True,"age_raw, gender_raw, profession_raw",MEDIUM,VALIDATED,False,LOCALLY_PARTIAL,Données locales suffisantes,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Bruno Peisey,,52,,Lost Challenge 10th jury member Day 38,17,0.842105,,Lost Challenge 10th jury member Day 38,EPREUVE_ELIMINATOIRE,INDETERMINE,EPREUVE,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,17,,False,,False,False,17.0,STANDARD,1,False,17,2026-07-21T02:14:09.071230,bruno peisey,KL17::bruno peisey,,,,,,,,,,,,Données locales insuffisantes pour le score physique,,True,True,52.0,https://survivor.fandom.com/wiki/Koh-Lanta%3A_Johor,EXTERNAL_RESEARCH_VALIDATED,MALE,Le profil de Bruno Peisey emploie une présentation correspondant au genre MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Agent maritime,Bruno Peisey — profession : Agent maritime.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",UNKNOWN,INSUFFICIENT_EVIDENCE_EXTERNAL,True,EXTERNAL_RESEARCH_PARTIAL,Recherche fondée sur le tableau structuré de la saison et les portraits de candidats reproduisant les anciennes fiches TF1. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,,HIGH,,
KL31,Koh-Lanta : L'Île au trésor,2016,https://en.wikipedia.org/wiki/Koh-Lanta:_L%27%C3%8Ele_au_Tr%C3%A9sor,Jean-Luc Duboscq,,50,,6th Voted Out Day 18,6,0.263158,Day 18,6th Voted Out Day 18,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,6,,False,,False,False,6.0,STANDARD,1,False,6,2026-07-20T16:48:50.641302+00:00,jean-luc duboscq,KL31::jean-luc duboscq,,,,,,,,,,,,Données locales insuffisantes pour le score physique,,True,True,50.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison présente Jean-Luc Duboscq dans la distribution des candidats.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Préparateur de motos,Jean-Luc Duboscq — profession : Préparateur de motos.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",UNKNOWN,INSUFFICIENT_EVIDENCE_EXTERNAL,True,EXTERNAL_RESEARCH_PARTIAL,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,,HIGH,,
KL31,Koh-Lanta : L'Île au trésor,2016,https://en.wikipedia.org/wiki/Koh-Lanta:_L%27%C3%8Ele_au_Tr%C3%A9sor,Yannick Delalleau,,41,,10th Voted Out Evacuated from jury Day 30 [ a ],11,0.526316,Day 30,10th Voted Out Evacuated from jury Day 30 [ a ],CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,11,,False,,False,False,11.0,STANDARD,1,False,11,2026-07-20T16:48:50.641302+00:00,yannick delalleau,KL31::yannick delalleau,,,,,,,,,,,,Données locales insuffisantes pour le score physique,,True,True,41.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison présente Yannick Delalleau dans la distribution des candidats.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Garde-champêtre,Yannick Delalleau — profession : Garde-champêtre.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",UNKNOWN,INSUFFICIENT_EVIDENCE_EXTERNAL,True,EXTERNAL_RESEARCH_PARTIAL,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,,HIGH,,
KL22,Koh-Lanta : La Guerre des Chefs,2019,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,Clo,,28 ans,,Éliminée,17,0.8,,Éliminée,INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Guerre_des_Chefs,True,True,False,17,,False,,False,False,17.0,STANDARD,1,False,17,2026-07-21T03:43:46.603247,clo,KL22::clo,,,,,,,,,,,,Données locales insuffisantes pour le score physique,,True,True,28.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,EXTERNAL_RESEARCH_VALIDATED,FEMALE,Le tableau de saison identifie Clo comme candidat(e) de genre FEMALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Saisonnière,Clo — profession : Saisonnière.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",UNKNOWN,INSUFFICIENT_EVIDENCE_EXTERNAL,True,EXTERNAL_RESEARCH_PARTIAL,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",,HIGH,,
KL32,Koh-Lanta : Les 4 Terres,2020,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_4_Terres,Sébastien,,37 ans,,"Éliminé [ 46 ] [source secondaire souhaitée] , [ 47 ] [source secondaire souhaitée] , [ 48 ] [source secondaire souhaitée] , [ 49 ] [source secondaire souhaitée]",9,0.347826,,"Éliminé [ 46 ] [source secondaire souhaitée] , [ 47 ] [source secondaire souhaitée] , [ 48 ] [source secondaire souhaitée] , [ 49 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_4_Terres,True,True,False,9,,False,,False,False,9.0,STANDARD,1,False,9,2026-07-21T03:43:47.155586,sébastien,KL32::sébastien,,,,,,,,,,,,Données locales insuffisantes pour le score physique,,True,True,37.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,EXTERNAL_RESEARCH_VALIDATED,MALE,Le profil de Sébastien présente le candidat dans la catégorie MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Agent municipal,Sébastien — profession : Agent municipal.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",UNKNOWN,INSUFFICIENT_EVIDENCE_EXTERNAL,True,EXTERNAL_RESEARCH_PARTIAL,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,,HIGH,,
KL32,Koh-Lanta : Les 4 Terres,2020,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_4_Terres,Loïc,,20 ans,,"Éliminé [ 97 ] [source secondaire souhaitée] , [ 98 ] [source secondaire souhaitée] , [ 99 ] [source secondaire souhaitée] , [ 100 ] [source secondaire souhaitée]",22,0.913043,,"Éliminé [ 97 ] [source secondaire souhaitée] , [ 98 ] [source secondaire souhaitée] , [ 99 ] [source secondaire souhaitée] , [ 100 ] [source secondaire souhaitée]",INDETERMINE,INDETERMINE,INDETERMINE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_4_Terres,True,True,False,22,,False,,False,False,22.0,STANDARD,1,False,22,2026-07-21T03:43:47.155586,loïc,KL32::loïc,,,,,,,,,,,,Données locales insuffisantes pour le score physique,,True,True,20.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,EXTERNAL_RESEARCH_VALIDATED,MALE,Le profil de Loïc présente le candidat dans la catégorie MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Intérimaire,Loïc — profession : Intérimaire.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",UNKNOWN,INSUFFICIENT_EVIDENCE_EXTERNAL,True,EXTERNAL_RESEARCH_PARTIAL,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,,HIGH,,
KL27,Koh-Lanta : Les Chasseurs d'Immunité,2024,https://en.wikipedia.org/wiki/Koh-Lanta:_Les_Chasseurs_d%27Immunit%C3%A9,Amri Madani,,42.0,,Lost Challenge 9th Jury Member Day 37,19,0.818182,Day 37,Lost Challenge 9th Jury Member Day 37,EPREUVE_ELIMINATOIRE,EPREUVE,EPREUVE,Lost Challenge: épreuve éliminatoire,False,True,False,19,,False,Day 37,True,True,19.0,STANDARD,1,False,19,2026-07-21T02:53:45.028561+00:00,amri madani,KL27::amri madani,,,,,,,,,,,,Données locales insuffisantes pour le score physique,,True,True,42.0,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,EXTERNAL_RESEARCH_VALIDATED,MALE,Le tableau de saison présente Amri Madani dans la distribution des candidats.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Gérant d’une salle de sport,Amri Madani — profession : Gérant d’une salle de sport.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",UNKNOWN,INSUFFICIENT_EVIDENCE_EXTERNAL,True,EXTERNAL_RESEARCH_PARTIAL,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,,HIGH,,
KL15,Koh-Lanta : Malaisie,2012,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Malaisie,Bernard,,60 ans,,Éliminé,16,0.789474,,Éliminé,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_Malaisie,True,True,False,16,,False,,False,False,16.0,STANDARD,1,False,16,2026-07-21T02:14:08.627530,bernard,KL15::bernard,,,,,,,,,,,,Données locales insuffisantes pour le score physique,,True,True,60.0,https://survivor.fandom.com/wiki/Koh-Lanta%3A_Malaisie,EXTERNAL_RESEARCH_VALIDATED,MALE,Le profil de Bernard emploie une présentation correspondant au genre MALE.,HIGH,EXTERNAL_RESEARCH_VALIDATED,Guide nature retraité,Bernard — profession : Guide nature retraité.,HIGH,EXTERNAL_RESEARCH_VALIDATED,False,"age_raw, gender_raw, profession_raw",UNKNOWN,INSUFFICIENT_EVIDENCE_EXTERNAL,True,EXTERNAL_RESEARCH_PARTIAL,Recherche fondée sur le tableau structuré de la saison et les portraits de candidats reproduisant les anciennes fiches TF1. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,,HIGH,,
